customer_id,age,gender,region,marital_status,education_level,employment_type,annual_income_lakh,credit_score,years_employed,existing_loans,debt_to_income_ratio,loan_amount_lakh,interest_rate_percent,missed_payments,savings_balance_lakh,loan_purpose,loan_approved
CUST004482,23,Female,West,Married,Master,Self-Employed,8.51,702,34,1,44.04,17.58,12.67,7,11.98,Home,0
CUST004483,30,Female,West,Single,PhD,Salaried,11.35,676,11,5,34.48,7.39,18.08,8,6.95,Car,0
CUST004484,30,Female,South,Married,Master,Salaried,3.98,566,21,0,46.45,8.77,12.05,7,9.12,Personal,0
CUST004485,44,Male,East,Single,PhD,Salaried,13.67,693,15,0,6.43,19.32,8.39,0,13.09,Personal,1
CUST004486,45,Male,South,Married,PhD,Self-Employed,9.85,714,34,4,53.45,7.47,18.79,5,0,Education,0
CUST004487,50,Female,East,Single,PhD,Student,10.53,694,6,5,21.23,24.56,6.98,8,4.32,Education,0
CUST004488,36,Male,West,Single,Master,Salaried,9.12,573,30,1,7.81,8.9,21.64,5,4.3,Car,1
CUST004489,33,Female,East,Single,PhD,Salaried,8.42,673,8,4,20.39,17.74,12.16,8,0,Home,0
CUST004490,45,Female,South,Married,High School,Business,18.16,614,2,4,57.61,8.16,9.15,7,14.39,Personal,0
CUST004491,26,Male,North,Single,Master,Salaried,7.67,772,30,5,47,18.38,20.63,4,6.71,Personal,0
CUST004492,44,Male,West,Single,PhD,Self-Employed,3.46,717,20,0,59.55,8.69,9.41,6,15.45,Business,0
CUST004493,27,Female,East,Single,High School,Self-Employed,6.83,715,13,5,21.16,18.13,16.22,8,1.4,Education,0
CUST004494,49,Male,South,Single,Bachelor,Student,16.37,682,20,3,33.12,16.23,17.42,1,11.47,Education,1
CUST004495,24,Female,North,Married,Bachelor,Self-Employed,22.68,399,5,5,43.02,3.45,9.15,3,0,Home,0
CUST004496,56,Male,West,Single,Master,Business,16.82,647,0,2,54.62,16.88,11.93,7,4.8,Personal,0
CUST004497,30,Male,South,Single,Master,Self-Employed,8.11,573,17,3,23.18,6.11,6.04,6,9.18,Personal,0
CUST004498,60,Female,South,Married,High School,Salaried,13.35,626,8,0,56.69,14.5,13.81,3,10.97,Business,0
CUST004499,40,Female,South,Married,High School,Business,6.01,682,18,3,6.37,9.21,21.01,6,4.06,Business,0
CUST004500,38,Female,East,Single,Bachelor,Student,5.33,769,26,5,49.2,18.75,8.66,8,9.7,Education,0
CUST004501,60,Male,South,Single,Master,Salaried,20.24,804,29,5,41.92,14.61,10.16,9,0,Home,0
CUST004502,50,Male,South,Married,High School,Self-Employed,8.86,693,29,3,21.22,17.77,7.19,5,6.35,Personal,0
CUST004503,50,Female,West,Married,Bachelor,Salaried,18.94,605,28,2,42.58,4.53,12.3,0,11.97,Education,1
CUST004504,41,Male,West,Single,High School,Student,25.25,702,32,1,36.23,1,20.97,4,0,Business,1
CUST004505,33,Male,North,Married,PhD,Business,2,716,16,2,9.12,29.14,16.23,1,20.06,Personal,1
CUST004506,53,Male,East,Married,Bachelor,Salaried,10.61,638,5,3,50.89,18.5,13.88,5,10,Education,0
CUST004507,28,Male,East,Single,PhD,Salaried,3.29,708,20,4,46.91,11.14,12.44,0,9.44,Education,0
CUST004508,24,Female,South,Married,PhD,Self-Employed,23.74,761,33,1,42.37,11.78,12.69,2,10.78,Business,1
CUST004509,59,Male,West,Married,PhD,Student,13.29,651,29,3,57.88,24.09,16.42,4,13.84,Business,0
CUST004510,25,Male,North,Married,Master,Student,9.49,710,24,5,24.47,5.65,10.61,5,4.33,Car,0
CUST004511,60,Female,West,Single,High School,Self-Employed,14.9,618,12,2,26.7,22.07,10.02,7,18.27,Business,0
CUST004512,44,Male,South,Married,Bachelor,Self-Employed,13.8,675,9,2,18.53,20.02,21.44,3,10.79,Education,0
CUST004513,50,Female,East,Single,Master,Student,11.21,825,10,5,33.4,21.02,11.19,8,10.7,Education,0
CUST004514,32,Male,East,Married,High School,Business,9.68,767,33,5,56.62,3.39,20.28,6,6.21,Personal,0
CUST004515,31,Female,South,Married,High School,Salaried,13.96,539,8,5,18.46,14.36,16.98,8,2.26,Education,0
CUST004516,46,Male,East,Single,Bachelor,Business,11.24,675,7,4,44.48,14.5,19.48,7,1.96,Business,0
CUST004517,55,Female,East,Single,PhD,Business,16.27,651,33,1,36.46,29.53,7.95,1,0.91,Business,0
CUST004518,34,Male,North,Married,PhD,Salaried,12.32,596,28,0,57.77,8.38,16.41,2,6.96,Personal,0
CUST004519,23,Female,East,Married,Master,Student,2.71,557,18,5,58.04,22.08,14.24,9,6.7,Education,0
CUST004520,29,Female,East,Married,Bachelor,Student,16.35,661,15,3,56.09,9.64,17.9,9,9.91,Personal,0
CUST004521,44,Male,South,Married,Bachelor,Student,5.48,718,25,3,56.24,4.9,11.9,0,12.23,Education,0
CUST004522,41,Female,North,Married,High School,Self-Employed,6.31,670,27,3,27.14,26.52,16.18,1,1.16,Personal,0
CUST004523,40,Female,East,Married,High School,Student,13.25,562,9,1,34.56,12.57,14.98,3,8.78,Business,0
CUST004524,22,Male,West,Single,Bachelor,Salaried,15.71,626,13,5,23.1,26.08,6.77,1,16,Personal,1
CUST004525,28,Female,West,Married,PhD,Salaried,13.96,690,9,1,29.64,5.5,18.85,6,10.75,Business,0
CUST004526,47,Female,East,Married,High School,Student,14.84,571,24,3,24.45,7.45,18.39,7,9.46,Car,0
CUST004527,50,Male,West,Single,PhD,Self-Employed,2,765,2,5,12.31,19.17,18.66,8,14.52,Business,0
CUST004528,27,Female,North,Single,High School,Salaried,16.75,622,16,1,33.92,4.71,12.9,0,1.45,Business,0
CUST004529,59,Female,North,Single,PhD,Self-Employed,13.2,642,5,3,47.54,12.2,11.6,2,1.02,Car,0
CUST004530,27,Male,West,Single,Master,Self-Employed,11.82,855,27,4,8.18,12.54,9.53,8,7.82,Car,1
CUST004531,42,Male,South,Single,High School,Self-Employed,12.79,723,10,4,39.99,16.42,14.04,2,14.02,Car,0
CUST004532,26,Male,East,Married,PhD,Business,13.45,718,5,4,58.39,18.85,10.97,8,7.68,Home,0
CUST004533,51,Male,West,Married,Bachelor,Business,8.24,667,29,3,29.81,12.51,10.72,2,10.38,Home,1
CUST004534,41,Female,South,Married,Master,Self-Employed,11.39,607,18,4,35.87,20.75,12.7,1,6.82,Business,0
CUST004535,36,Female,South,Married,High School,Business,8.43,727,5,1,28.8,6.05,7.72,0,0,Car,0
CUST004536,27,Male,West,Married,High School,Salaried,8.01,597,4,2,11.36,25.47,10.68,6,1.43,Business,0
CUST004537,39,Female,East,Single,PhD,Business,16.65,681,10,3,35.46,1,7.32,4,15.42,Education,0
CUST004538,47,Male,North,Married,Master,Salaried,13.11,721,33,2,29.25,20.5,19.51,2,5.5,Car,1
CUST004539,21,Female,East,Single,High School,Self-Employed,14.27,659,12,5,7.4,17.37,9.94,8,16.29,Education,1
CUST004540,34,Female,West,Married,Bachelor,Business,14.09,705,5,2,16.43,2.55,6.21,6,4.98,Education,0
CUST004541,37,Male,West,Married,PhD,Student,13.87,638,3,1,20.27,16.38,16.99,3,10.9,Personal,0
CUST004542,31,Male,South,Single,Bachelor,Salaried,3.71,716,18,0,50.27,12.78,13.92,6,0,Personal,0
CUST004543,54,Male,North,Single,High School,Self-Employed,15.34,692,18,0,12.05,8.22,9.62,9,14.47,Business,1
CUST004544,37,Male,East,Single,PhD,Student,17.75,845,10,1,35.35,5.69,17.77,6,10.52,Car,0
CUST004545,54,Female,West,Single,PhD,Self-Employed,6.1,544,4,4,11.68,12.71,13.29,4,7.72,Car,0
CUST004546,52,Female,South,Single,Master,Business,11.76,534,34,1,11.43,32.82,19.12,5,0.1,Business,1
CUST004547,31,Male,West,Single,Master,Student,12.53,729,16,3,43.62,17.56,10.78,3,10.39,Education,0
CUST004548,55,Female,North,Single,Bachelor,Self-Employed,20.61,591,29,5,19.99,13.05,14.2,3,2.9,Car,1
CUST004549,46,Female,North,Single,Master,Salaried,2.92,617,12,5,19.62,23.98,20.08,7,9.54,Home,0
CUST004550,36,Male,West,Single,Master,Business,5.33,685,3,1,12.36,5.1,21.31,0,18.4,Home,1
CUST004551,26,Male,South,Married,High School,Self-Employed,11.47,678,29,2,48.58,22.69,10,4,11.01,Home,0
CUST004552,32,Female,East,Married,Master,Business,17.27,707,6,3,47,16.28,12.62,5,14.93,Home,0
CUST004553,28,Female,West,Married,High School,Self-Employed,14.73,603,27,4,58.22,17.82,20.69,9,7.76,Home,0
CUST004554,54,Female,West,Single,PhD,Self-Employed,12.34,609,31,5,14.68,23.37,13.37,2,0,Education,1
CUST004555,44,Male,East,Married,PhD,Self-Employed,18.51,831,19,1,42.82,14.3,15.23,4,0.89,Personal,0
CUST004556,28,Female,East,Married,High School,Self-Employed,9.58,706,26,0,27.73,29.16,13.92,5,1.67,Car,0
CUST004557,34,Male,West,Single,Master,Business,20.54,693,11,0,54.69,32.97,6.07,4,2.82,Personal,0
CUST004558,47,Male,North,Single,PhD,Business,14.34,595,9,1,54.61,23.29,19.04,5,6.13,Car,0
CUST004559,32,Male,West,Single,PhD,Salaried,12.56,659,20,4,56.18,13.43,6.2,4,5.1,Home,0
CUST004560,44,Female,East,Single,Bachelor,Student,22.31,723,20,0,7.39,20.16,19.3,6,13.45,Car,1
CUST004561,57,Female,West,Married,Master,Salaried,8.68,790,15,5,49.3,12.7,17.85,3,0.66,Personal,0
CUST004562,48,Male,West,Single,High School,Salaried,8.57,693,3,0,23.67,29.84,16.16,2,8.8,Education,0
CUST004563,41,Male,West,Single,PhD,Student,6.12,619,8,1,9.46,16.6,8.11,9,19.47,Car,0
CUST004564,25,Male,East,Single,Bachelor,Salaried,14.85,651,12,2,6.28,18.79,7.27,6,8.24,Home,1
CUST004565,33,Male,East,Single,Bachelor,Self-Employed,18.37,670,0,2,53.79,11.37,9.83,3,10.96,Car,0
CUST004566,56,Female,North,Married,Bachelor,Business,8.75,586,27,2,24.66,10.64,16.56,2,12.02,Business,1
CUST004567,53,Male,North,Single,Master,Business,12.2,785,2,0,34.16,19.71,13.78,8,8.26,Education,0
CUST004568,37,Male,West,Married,PhD,Self-Employed,11.05,640,21,1,55.49,16.19,18.89,9,11.77,Home,0
CUST004569,60,Male,North,Married,Master,Student,14.54,770,8,3,33.8,17.96,11.32,6,4.59,Business,0
CUST004570,32,Male,East,Married,Master,Self-Employed,11.3,653,16,2,37.79,17.13,18.6,0,7.23,Personal,0
CUST004571,45,Male,West,Married,PhD,Self-Employed,10.53,531,10,4,15.22,20.08,14.5,0,16.29,Car,1
CUST004572,32,Male,South,Married,Bachelor,Salaried,14.34,616,33,1,49.94,5.68,9.64,0,9.86,Education,1
CUST004573,28,Female,South,Single,PhD,Student,14.2,611,24,4,56.86,23.1,10.88,6,0.82,Business,0
CUST004574,32,Female,East,Married,Master,Self-Employed,6.52,675,16,4,48.16,28.58,6.8,1,10.86,Car,0
CUST004575,60,Female,West,Married,Bachelor,Student,8.07,696,27,5,35.05,6.43,10.25,5,5.18,Personal,0
CUST004576,48,Female,West,Married,Master,Salaried,22.43,855,21,1,12.64,27.46,17.47,9,2.26,Business,0
CUST004577,33,Male,North,Married,High School,Self-Employed,13.8,689,2,1,48.23,21.5,16.38,5,3.3,Car,0
CUST004578,40,Male,East,Married,Master,Self-Employed,10.73,710,33,5,24.29,27.47,18.86,3,9.31,Business,1
CUST004579,53,Male,North,Single,Master,Salaried,15.74,700,22,1,48.12,21.16,9.57,6,10.3,Home,0
CUST004580,45,Female,East,Married,Bachelor,Student,2.43,673,27,0,42.28,20.89,21.93,9,1.96,Business,0
CUST004581,58,Male,East,Single,PhD,Self-Employed,14.24,592,30,0,30.83,18.72,17.8,4,8.2,Business,0
CUST004582,28,Male,East,Single,Bachelor,Business,15.45,707,17,2,49.04,11.97,8.58,0,10.04,Home,0
CUST004583,31,Female,South,Single,High School,Salaried,17.77,753,2,2,5.89,10.52,13.47,6,9.18,Education,1
CUST004584,40,Male,East,Single,PhD,Self-Employed,11.9,691,34,1,37.56,1,20.27,0,9.68,Car,1
CUST004585,29,Male,West,Married,Bachelor,Self-Employed,2,646,16,2,22.14,11,20.18,4,8.89,Business,0
CUST004586,46,Male,East,Single,Master,Student,15.2,747,31,2,39.15,10.99,19.77,2,0,Business,0
CUST004587,23,Male,North,Single,Bachelor,Business,8.15,592,26,0,31.95,20.12,14.1,0,4.12,Personal,0
CUST004588,43,Male,East,Single,PhD,Business,13.26,674,13,3,15.46,7.84,12.15,0,6.3,Education,1
CUST004589,36,Male,South,Married,PhD,Business,5.43,674,18,5,36.85,9.31,17.82,0,6.86,Business,0
CUST004590,55,Female,North,Single,Bachelor,Business,16.26,602,32,5,42.81,5.64,13.99,6,8.28,Personal,0
CUST004591,35,Male,South,Married,Bachelor,Student,6.33,724,26,4,50.02,16.06,17.14,2,3.43,Education,0
CUST004592,34,Male,West,Single,High School,Business,9.46,571,27,5,48.02,1,16.86,7,0,Home,0
CUST004593,46,Male,North,Married,High School,Salaried,2,463,25,1,32.29,15.43,6.39,7,3.35,Business,0
CUST004594,25,Female,West,Single,Master,Salaried,12.96,715,15,1,22.43,18.21,14.96,2,2.49,Education,0
CUST004595,28,Female,West,Married,Master,Self-Employed,2.73,732,34,0,55.27,18.94,10.2,2,12.22,Education,0
CUST004596,24,Male,East,Married,Bachelor,Self-Employed,11.89,681,20,2,50.57,6.06,10.56,1,11.19,Home,0
CUST004597,50,Female,South,Married,PhD,Salaried,11.15,688,27,1,29.35,10.95,20.82,6,10.09,Business,0
CUST004598,33,Female,South,Married,Master,Self-Employed,19.41,674,12,1,46.02,16.72,8.39,3,8.86,Car,0
CUST004599,21,Male,East,Single,Bachelor,Business,14.26,739,8,4,25.13,16.67,16.48,3,2.64,Personal,0
CUST004600,45,Female,South,Married,Bachelor,Student,17.88,774,11,3,55.33,20.13,17.52,7,11.95,Education,0
CUST004601,37,Male,South,Single,Bachelor,Salaried,14.33,543,26,5,12.81,10.74,19.7,7,1.54,Car,1
CUST004602,44,Female,South,Single,Master,Business,20.6,736,28,5,28.27,6.35,14.68,8,8.14,Car,1
CUST004603,24,Male,South,Single,PhD,Self-Employed,10.21,780,30,5,10.33,18.78,12.13,3,3.32,Education,1
CUST004604,59,Male,South,Single,PhD,Business,16.25,577,27,2,38.45,25.55,16.91,7,7.31,Education,0
CUST004605,58,Female,South,Single,Bachelor,Student,14.22,679,12,3,14.89,11.33,13.24,6,11,Home,0
CUST004606,23,Male,East,Married,Master,Salaried,11.84,642,31,2,49.12,18.37,10.69,9,15.05,Home,0
CUST004607,34,Male,South,Single,Bachelor,Self-Employed,18.36,485,18,5,50.76,2.82,8.46,4,6.07,Education,0
CUST004608,52,Male,West,Married,Master,Salaried,9.57,685,34,4,19.61,13.28,17.3,8,12.72,Education,1
CUST004609,23,Female,North,Single,High School,Business,9.43,697,19,5,22.81,4.95,16.05,6,7.23,Education,0
CUST004610,38,Male,East,Single,PhD,Business,15.74,556,20,3,43.37,28.8,7.11,2,3.59,Education,0
CUST004611,23,Male,South,Single,Master,Business,13.39,744,12,1,43.2,17.52,19.06,4,18.4,Home,0
CUST004612,58,Female,South,Single,PhD,Salaried,14.1,779,8,1,8.81,9.08,21.62,3,4.22,Personal,1
CUST004613,28,Male,South,Single,High School,Business,9.66,667,5,3,23.22,16.29,18.73,0,0,Education,0
CUST004614,46,Female,East,Married,PhD,Salaried,13.2,650,28,3,59.02,15.76,11.63,4,14.36,Home,0
CUST004615,52,Female,East,Married,PhD,Business,16.46,745,17,3,49.27,11.97,11.01,7,8.7,Home,0
CUST004616,33,Female,South,Married,Bachelor,Self-Employed,5.99,636,32,1,43.9,18.71,15.47,8,15.29,Education,0
CUST004617,49,Male,North,Single,High School,Student,9.59,742,5,4,36.43,20.11,18.24,2,0.81,Business,0
CUST004618,29,Male,East,Single,Bachelor,Student,9.15,798,7,3,18.19,20.77,14.47,2,12.82,Education,0
CUST004619,51,Male,North,Married,PhD,Student,10.74,619,22,4,19.25,18.3,18.46,4,22.19,Home,1
CUST004620,57,Male,East,Married,High School,Self-Employed,7.01,665,21,1,59.45,8.54,7.5,6,15.89,Education,0
CUST004621,56,Female,West,Married,PhD,Student,12.68,597,17,3,22.94,19.69,7.88,3,6.27,Home,0
CUST004622,27,Male,South,Single,High School,Student,9.4,786,33,5,6.05,26.73,13.8,8,2.68,Personal,1
CUST004623,52,Male,North,Married,High School,Salaried,14.32,685,8,4,22.42,17.97,20.53,4,0,Education,0
CUST004624,27,Male,North,Single,Bachelor,Self-Employed,11.5,566,5,3,19.94,15.27,18.54,6,9.69,Business,0
CUST004625,27,Male,North,Married,PhD,Business,20.17,900,19,1,49.97,14.11,16.91,1,12.47,Home,0
CUST004626,23,Male,North,Married,PhD,Student,18.39,498,3,5,6.27,2.5,7.38,8,10.26,Personal,0
CUST004627,48,Male,East,Single,High School,Student,15.24,613,33,5,59.39,18.65,8.39,2,8.02,Education,0
CUST004628,39,Female,East,Married,Bachelor,Student,5.26,568,28,2,11.86,22.42,21.1,0,8.1,Business,1
CUST004629,56,Male,North,Married,PhD,Salaried,8.87,806,31,3,53.65,15.07,6.29,8,12.59,Car,0
CUST004630,40,Male,North,Single,Master,Salaried,17.25,771,26,0,42.75,9.24,20.68,4,5.67,Business,0
CUST004631,48,Male,West,Married,Master,Self-Employed,10.11,704,34,2,13.72,18.19,21.4,4,7.13,Business,1
CUST004632,46,Male,West,Single,High School,Self-Employed,17.44,757,21,1,34.16,25.94,7.55,7,12.77,Personal,0
CUST004633,56,Male,West,Married,Master,Student,8.07,533,29,1,21,5.14,16.36,6,11.74,Home,1
CUST004634,51,Female,East,Single,PhD,Self-Employed,13.99,724,18,4,6.7,20.58,8.31,3,4.51,Business,1
CUST004635,45,Female,West,Single,Master,Student,19.75,723,24,1,7.12,21.36,17.04,5,6.79,Personal,1
CUST004636,35,Female,West,Single,PhD,Student,15.94,521,18,4,56.34,21.34,19.07,1,8.54,Education,0
CUST004637,43,Female,West,Married,High School,Salaried,17.71,667,0,1,33.41,3.86,19.43,0,1.5,Business,0
CUST004638,41,Female,West,Married,Master,Salaried,4.74,673,12,4,24.46,11.18,15.58,5,10.61,Personal,0
CUST004639,38,Female,South,Single,Bachelor,Business,7.48,788,0,3,54.07,17.9,20.95,3,6.33,Home,0
CUST004640,52,Female,South,Single,High School,Self-Employed,10.4,665,30,3,26.57,22.25,9.41,3,20.66,Home,1
CUST004641,48,Female,East,Single,Master,Student,5.6,674,2,2,8.87,8.68,8.23,8,7.04,Car,0
CUST004642,55,Female,West,Single,Bachelor,Student,4.48,718,20,4,7.8,14.69,14.83,1,17.97,Home,1
CUST004643,48,Male,West,Single,PhD,Student,14.25,592,2,5,42.86,13.57,16.35,4,6.39,Home,0
CUST004644,54,Female,North,Married,Master,Business,3.35,695,23,5,6.11,12.8,7.49,0,4.95,Personal,1
CUST004645,46,Male,North,Single,Bachelor,Salaried,20.62,753,16,2,14.61,11.25,21.78,7,13.55,Education,1
CUST004646,34,Male,East,Single,Master,Business,14.47,656,17,0,6.98,12.71,6.24,7,9.49,Education,1
CUST004647,31,Male,East,Single,High School,Business,14.02,690,30,4,42.93,1,16.47,0,6.64,Personal,1
CUST004648,51,Male,West,Married,PhD,Student,10.78,695,24,5,13.33,15.42,13.46,7,5.28,Car,0
CUST004649,33,Male,East,Single,High School,Student,20.98,631,24,0,48.72,5.42,12.37,6,13.23,Business,0
CUST004650,37,Male,South,Single,Bachelor,Business,16.52,612,30,3,48.47,20.56,13.88,7,0,Personal,0
CUST004651,42,Male,North,Single,High School,Salaried,10.72,711,30,4,13.71,9.18,15.18,4,15.2,Education,1
CUST004652,31,Female,South,Married,Bachelor,Business,21.5,632,25,0,9.4,10.78,20.99,5,1,Home,1
CUST004653,44,Female,North,Married,PhD,Student,12.67,749,15,3,17.49,21.45,16.11,7,8.29,Education,0
CUST004654,21,Female,West,Married,PhD,Self-Employed,6.2,632,12,5,12.91,8.95,7.83,9,11.74,Car,0
CUST004655,32,Male,West,Single,Bachelor,Self-Employed,11.43,568,16,5,23.58,15.38,19.43,4,14.07,Education,0
CUST004656,58,Female,East,Single,High School,Student,9.85,672,12,4,14.17,17.67,18.57,4,11.79,Home,0
CUST004657,27,Male,South,Married,Bachelor,Salaried,9.35,862,14,3,59.34,10.5,11.98,8,5.6,Car,0
CUST004658,50,Male,East,Single,PhD,Student,8.34,679,19,5,17.95,25.38,9.07,6,5.03,Business,0
CUST004659,47,Male,East,Single,Master,Salaried,16.12,751,20,2,43.16,21.49,17.21,4,14.13,Personal,0
CUST004660,46,Female,North,Single,High School,Self-Employed,11.38,661,8,0,10.84,12.68,6.52,6,8.86,Education,0
CUST004661,26,Female,West,Single,High School,Student,14.48,640,17,3,32.46,19.27,21.96,3,2.03,Personal,0
CUST004662,25,Male,South,Married,PhD,Self-Employed,10.51,627,15,0,47.12,6.17,15.16,6,10.44,Personal,0
CUST004663,57,Female,West,Married,PhD,Salaried,4.16,706,14,0,42.1,22.06,9.45,8,8.63,Car,0
CUST004664,31,Male,East,Married,PhD,Self-Employed,10.3,567,32,5,57.34,5.1,21.27,1,14.7,Business,0
CUST004665,59,Female,East,Single,Bachelor,Business,7.88,744,28,4,37.53,16.93,14.63,0,0,Home,0
CUST004666,27,Male,East,Married,Master,Self-Employed,20.26,789,19,4,19.1,2.64,15.18,0,7.39,Personal,1
CUST004667,56,Male,North,Married,PhD,Self-Employed,10.67,623,27,1,16.02,13.11,18.2,0,0,Car,1
CUST004668,32,Male,East,Single,High School,Business,9.95,656,31,2,36.73,10.73,14.4,5,0,Car,0
CUST004669,26,Male,North,Single,PhD,Self-Employed,10.04,775,11,0,50.91,11.18,11.6,0,12,Business,0
CUST004670,35,Female,North,Married,PhD,Self-Employed,13.12,703,22,5,29.14,17.82,20.53,0,10.27,Home,1
CUST004671,36,Male,North,Single,PhD,Business,14.06,681,30,3,13.94,19.41,8.38,3,14.04,Home,1
CUST004672,36,Male,South,Single,PhD,Business,14.68,649,21,3,41.46,4.8,8.91,9,0.08,Personal,0
CUST004673,54,Female,West,Single,Bachelor,Student,15.04,729,20,4,28.14,4.79,19.01,2,4.97,Education,1
CUST004674,23,Male,South,Single,High School,Business,6.76,551,10,2,56.4,17.83,17.15,1,11.12,Education,0
CUST004675,38,Male,North,Single,High School,Salaried,11.37,856,25,4,43.23,14.48,20.34,6,2.86,Personal,0
CUST004676,40,Female,North,Single,High School,Business,14.76,636,7,5,36.75,25.89,7.04,6,12.8,Car,0
CUST004677,45,Female,North,Married,High School,Student,2,621,13,4,45.07,7.29,9.13,1,10.69,Education,0
CUST004678,34,Female,North,Married,PhD,Business,2,670,33,4,48,14.79,8.54,6,6.83,Home,0
CUST004679,21,Male,West,Married,High School,Student,21.49,602,0,3,48.82,18.06,11.65,4,15.39,Education,0
CUST004680,43,Male,North,Married,Bachelor,Salaried,7.77,489,23,4,33.29,3.93,9.35,6,0.3,Home,0
CUST004681,38,Female,West,Single,Master,Business,16.46,721,2,4,48.83,9.04,11.19,5,15.02,Business,0
CUST004682,48,Male,West,Married,PhD,Business,11.49,737,5,0,54.21,7.33,6.92,9,17.42,Personal,0
CUST004683,32,Male,West,Single,High School,Business,12.87,626,0,4,36.47,8.79,20.17,3,4.84,Car,0
CUST004684,24,Female,East,Single,PhD,Business,11.43,769,23,5,17.19,9.98,20.33,2,6.26,Home,1
CUST004685,35,Male,North,Married,PhD,Self-Employed,7.52,774,17,0,46.1,22.18,18.81,4,13.43,Personal,0
CUST004686,26,Male,South,Single,Master,Student,6.05,663,26,3,47.82,2.68,12.51,3,12.29,Home,0
CUST004687,38,Female,North,Married,Bachelor,Self-Employed,10.57,698,0,1,6.89,10.46,21.94,0,8.57,Business,1
CUST004688,46,Female,South,Married,High School,Salaried,2,643,25,1,41.25,34.5,18.88,7,6.46,Education,0
CUST004689,34,Female,South,Single,High School,Salaried,10.09,715,0,4,50.99,24.28,20.35,9,8.51,Home,0
CUST004690,41,Female,East,Single,PhD,Business,6.45,686,18,1,23.76,8.27,17.78,5,12.7,Home,0
CUST004691,26,Female,South,Married,High School,Student,19.04,770,0,1,44.81,12.2,6.27,6,3.3,Business,0
CUST004692,26,Male,North,Married,PhD,Business,13.68,638,31,2,26.23,4.91,18.57,6,26.59,Education,1
CUST004693,47,Female,East,Married,Master,Student,15.49,701,3,4,16.56,20.8,18.93,0,0.63,Personal,0
CUST004694,50,Male,West,Single,Bachelor,Salaried,15.14,692,12,2,7.7,17.48,17.58,5,18.65,Business,1
CUST004695,51,Male,North,Single,PhD,Student,14.11,570,5,4,55.91,20.84,12.14,5,2.71,Home,0
CUST004696,28,Female,West,Married,PhD,Self-Employed,23.63,831,1,4,25.96,4.2,17.45,0,13.97,Education,1
CUST004697,29,Male,South,Single,PhD,Salaried,9.67,796,32,5,46.15,11.53,17.14,5,4.73,Personal,0
CUST004698,29,Male,North,Married,High School,Student,10.34,602,0,1,41.22,4.1,14.05,3,0,Personal,0
CUST004699,23,Male,North,Single,High School,Business,17.04,737,5,3,14.11,8.25,18.88,1,8.45,Car,1
CUST004700,46,Female,East,Married,High School,Business,8.2,653,6,3,59.92,17.68,11.05,4,11.97,Education,0
CUST004701,48,Female,West,Single,Bachelor,Business,6.86,645,20,4,49.04,9.6,20.64,3,1.25,Car,0
CUST004702,57,Female,West,Single,Master,Business,22.02,740,23,2,56.66,12.85,11.68,5,14.69,Car,0
CUST004703,37,Male,West,Married,Bachelor,Salaried,10.89,690,8,3,50.27,26.42,8.79,0,13.15,Car,0
CUST004704,53,Male,North,Single,Master,Salaried,16.64,596,30,1,13.37,14.7,14.78,9,13.44,Personal,1
CUST004705,24,Female,West,Single,Bachelor,Business,10.75,678,10,2,58.61,26.49,8.26,0,16.29,Business,0
CUST004706,53,Female,West,Single,High School,Self-Employed,22.97,655,17,1,38.49,22.62,17.24,0,6,Business,0
CUST004707,26,Female,West,Married,Master,Self-Employed,9.94,807,24,3,10.76,17.28,12.24,1,7.01,Personal,1
CUST004708,21,Male,South,Single,PhD,Business,18.43,697,14,4,35.04,10.01,16.69,1,6.02,Education,0
CUST004709,45,Male,West,Married,PhD,Student,17.17,704,24,0,54.26,20.44,15.18,8,0,Home,0
CUST004710,39,Male,South,Married,Bachelor,Business,9.27,692,11,1,52.52,5.95,14.47,5,4.86,Home,0
CUST004711,36,Female,West,Married,PhD,Salaried,16.91,646,4,4,11.34,15.47,11.89,8,7.35,Home,0
CUST004712,46,Female,North,Married,Bachelor,Student,13.22,682,24,1,19.81,6.72,11.25,9,1.43,Education,0
CUST004713,49,Male,North,Married,PhD,Salaried,7.34,600,34,5,16.85,12.52,16.51,7,3.92,Car,0
CUST004714,55,Male,West,Married,Master,Self-Employed,4.64,727,1,4,17.51,31.96,19.97,0,5.31,Education,0
CUST004715,37,Female,West,Single,PhD,Self-Employed,14.81,720,22,0,57.96,22.21,8.6,2,3.6,Home,0
CUST004716,53,Female,East,Single,PhD,Business,9.68,739,29,3,28.6,7.99,19.61,4,11.55,Home,1
CUST004717,21,Male,East,Married,PhD,Self-Employed,18.22,596,9,4,11.04,6.88,16.95,8,8.36,Home,0
CUST004718,33,Female,South,Single,Master,Business,9.96,748,10,1,50.79,19.06,18.98,1,10,Car,0
CUST004719,31,Female,North,Single,PhD,Self-Employed,8.58,694,4,4,34.29,20.7,7.31,8,0,Home,0
CUST004720,54,Male,North,Married,High School,Salaried,13.76,686,23,1,6.45,8,13.75,6,12.68,Home,1
CUST004721,60,Female,North,Married,High School,Student,10.94,654,9,1,22.41,15.92,14.32,0,3.43,Personal,0
CUST004722,31,Male,East,Single,High School,Business,20.49,688,33,5,30.13,19.16,12.06,8,5.8,Car,0
CUST004723,49,Male,North,Married,Bachelor,Salaried,2,627,10,5,34.49,9.3,6.55,4,1.01,Car,0
